type	time	latitude	longitude	altitude (m)	pace (min/km)	distance (km)	distance_interval (m)	hr	name	desc
T	2023-01-15 12:42:51	51.488877000	-0.035657000	3.8	5.47	8.261	6.10	176		
T	2023-01-15 12:42:54	51.488822000	-0.035612000	4.3	7.28	8.268	6.87	176		
T	2023-01-15 12:42:57	51.488759000	-0.035545000	4.4	5.94	8.277	8.41	176		
T	2023-01-15 12:42:59	51.488727000	-0.035492000	4.6	6.51	8.282	5.12	176		
T	2023-01-15 12:43:02	51.488682000	-0.035378000	4.3	5.34	8.291	9.37	176		
T	2023-01-15 12:43:04	51.488659000	-0.035329000	4.1	7.83	8.295	4.26	176		
T	2023-01-15 12:43:07	51.488626000	-0.035224000	3.7	6.12	8.303	8.17	176		
T	2023-01-15 12:43:09	51.488625000	-0.035075000	3.2	3.22	8.314	10.35	176		
T	2023-01-15 12:43:12	51.488655000	-0.034927000	2.9	4.63	8.325	10.81	168		
T	2023-01-15 12:43:14	51.488663000	-0.034824000	2.8	4.62	8.332	7.21	168		
T	2023-01-15 12:43:17	51.488631000	-0.034702000	2.3	5.44	8.341	9.19	167		
T	2023-01-15 12:43:20	51.488544000	-0.034654000	2.2	4.88	8.351	10.24	167		
T	2023-01-15 12:43:23	51.488475000	-0.034623000	2.2	6.27	8.359	7.97	167		
T	2023-01-15 12:43:25	51.488425000	-0.034559000	2.2	4.68	8.366	7.12	167		
T	2023-01-15 12:43:27	51.488390000	-0.034532000	2.2	7.71	8.371	4.32	167		
T	2023-01-15 12:43:31	51.488305000	-0.034517000	2.2	7.01	8.380	9.51	167		
T	2023-01-15 12:43:33	51.488240000	-0.034518000	2.1	4.61	8.387	7.23	167		
T	2023-01-15 12:43:35	51.488192000	-0.034494000	2.1	5.96	8.393	5.59	167		
T	2023-01-15 12:43:38	51.488129000	-0.034449000	2.1	6.52	8.401	7.67	167		
T	2023-01-15 12:43:40	51.488093000	-0.034430000	2.1	7.90	8.405	4.22	167		
T	2023-01-15 12:43:43	51.488037000	-0.034406000	2.0	7.75	8.411	6.45	167		
T	2023-01-15 12:43:45	51.487995000	-0.034379000	2.0	6.62	8.416	5.04	167		
T	2023-01-15 12:43:48	51.487940000	-0.034328000	2.0	7.07	8.423	7.07	167		
T	2023-01-15 12:43:50	51.487899000	-0.034283000	2.0	6.03	8.429	5.53	168		
T	2023-01-15 12:43:55	51.487801000	-0.034213000	2.0	6.98	8.441	11.94	166		
T	2023-01-15 12:43:56	51.487759000	-0.034174000	2.0	3.09	8.446	5.40	166		
T	2023-01-15 13:29:58	51.487611000	-0.033963000	2.0	2088.27	8.468	22.04	166		
T	2023-01-15 13:30:01	51.487550000	-0.033924000	2.0	6.84	8.476	7.31	166		
T	2023-01-15 13:30:03	51.487506000	-0.033918000	2.0	6.78	8.481	4.91	131		
T	2023-01-15 13:30:06	51.487443000	-0.033875000	2.0	6.56	8.488	7.62	131		
T	2023-01-15 13:30:08	51.487404000	-0.033832000	2.0	6.33	8.494	5.27	131		
T	2023-01-15 13:30:11	51.487361000	-0.033741000	2.0	6.31	8.501	7.93	131		
T	2023-01-15 13:30:14	51.487281000	-0.033634000	2.0	4.31	8.513	11.60	131		
T	2023-01-15 13:30:16	51.487226000	-0.033581000	2.0	4.67	8.520	7.14	131		
T	2023-01-15 13:30:19	51.487183000	-0.033474000	2.0	5.66	8.529	8.84	131		
T	2023-01-15 13:30:21	51.487130000	-0.033418000	2.0	4.72	8.536	7.06	131		
T	2023-01-15 13:30:24	51.487068000	-0.033364000	2.0	6.37	8.544	7.85	131		
T	2023-01-15 13:30:26	51.487018000	-0.033279000	2.0	4.11	8.552	8.11	131		
T	2023-01-15 13:30:29	51.486939000	-0.033212000	2.0	5.03	8.562	9.95	131		
T	2023-01-15 13:30:31	51.486894000	-0.033170000	2.0	5.75	8.568	5.79	131		
T	2023-01-15 13:30:34	51.486808000	-0.033103000	2.0	4.70	8.578	10.64	131		
T	2023-01-15 13:30:37	51.486757000	-0.033011000	2.0	5.85	8.587	8.55	131		
T	2023-01-15 13:30:39	51.486714000	-0.032927000	2.0	4.42	8.595	7.55	131		
T	2023-01-15 13:30:42	51.486643000	-0.032849000	2.0	5.22	8.604	9.58	131		
T	2023-01-15 13:30:44	51.486586000	-0.032764000	2.0	3.85	8.613	8.66	131		
T	2023-01-15 13:30:47	51.486477000	-0.032703000	1.9	3.89	8.626	12.85	131		
T	2023-01-15 13:30:50	51.486406000	-0.032663000	1.9	5.97	8.634	8.37	131		
T	2023-01-15 13:30:52	51.486361000	-0.032608000	1.9	5.29	8.640	6.30	131		
T	2023-01-15 13:30:55	51.486297000	-0.032525000	1.9	5.46	8.649	9.16	131		
T	2023-01-15 13:30:57	51.486260000	-0.032484000	1.9	6.66	8.654	5.01	131		
T	2023-01-15 13:31:00	51.486173000	-0.032405000	1.9	4.49	8.666	11.13	131		
T	2023-01-15 13:31:02	51.486138000	-0.032389000	1.9	8.23	8.670	4.05	131		
T	2023-01-15 13:31:05	51.486084000	-0.032271000	2.0	4.92	8.680	10.16	131		
T	2023-01-15 13:31:07	51.486048000	-0.032188000	2.0	4.75	8.687	7.02	131		
T	2023-01-15 13:31:10	51.485934000	-0.032104000	2.1	3.58	8.701	13.96	131		
T	2023-01-15 13:31:13	51.485899000	-0.032008000	2.2	6.47	8.708	7.72	131		
T	2023-01-15 13:31:15	51.485872000	-0.031941000	2.2	6.02	8.714	5.54	131		
T	2023-01-15 13:31:18	51.485782000	-0.031909000	2.4	4.87	8.724	10.26	131		
T	2023-01-15 13:31:20	51.485760000	-0.031848000	2.4	6.81	8.729	4.89	131		
T	2023-01-15 13:31:23	51.485673000	-0.031810000	2.5	4.98	8.739	10.03	131		
T	2023-01-15 13:31:25	51.485606000	-0.031819000	2.6	4.46	8.747	7.48	131		
T	2023-01-15 13:31:28	51.485517000	-0.031807000	2.6	5.03	8.757	9.94	131		
T	2023-01-15 13:31:30	51.485471000	-0.031779000	2.7	6.09	8.762	5.47	131		
T	2023-01-15 13:31:33	51.485387000	-0.031774000	2.7	5.35	8.771	9.35	131		
T	2023-01-15 13:31:36	51.485320000	-0.031761000	2.8	6.66	8.779	7.51	131		
T	2023-01-15 13:31:38	51.485276000	-0.031773000	2.8	6.71	8.784	4.97	131		
T	2023-01-15 13:31:41	51.485200000	-0.031764000	2.9	5.90	8.792	8.48	131		
T	2023-01-15 13:31:43	51.485145000	-0.031760000	2.9	5.44	8.799	6.13	131		
T	2023-01-15 13:31:46	51.485075000	-0.031759000	3.0	6.42	8.806	7.79	131		
T	2023-01-15 13:31:48	51.485025000	-0.031755000	3.0	5.98	8.812	5.57	131		
T	2023-01-15 13:31:51	51.484960000	-0.031750000	3.0	6.91	8.819	7.24	131		
T	2023-01-15 13:31:53	51.484894000	-0.031715000	3.1	4.31	8.827	7.74	131		
T	2023-01-15 13:31:56	51.484810000	-0.031746000	3.2	5.21	8.836	9.59	131		
T	2023-01-15 13:31:59	51.484719000	-0.031739000	3.3	4.93	8.847	10.14	131		
T	2023-01-15 13:32:01	51.484658000	-0.031757000	3.3	4.83	8.853	6.90	131		
T	2023-01-15 13:32:04	51.484587000	-0.031737000	3.4	6.23	8.862	8.02	131		
T	2023-01-15 13:32:06	51.484532000	-0.031751000	3.4	5.38	8.868	6.20	131		
T	2023-01-15 13:32:09	51.484451000	-0.031791000	3.5	5.30	8.877	9.43	131		
T	2023-01-15 13:32:11	51.484405000	-0.031744000	3.5	5.49	8.883	6.07	131		
T	2023-01-15 13:32:14	51.484331000	-0.031742000	3.5	6.07	8.891	8.23	131		
T	2023-01-15 13:32:16	51.484281000	-0.031762000	3.6	5.81	8.897	5.73	131		
T	2023-01-15 13:32:19	51.484225000	-0.031768000	3.7	8.01	8.903	6.24	131		
T	2023-01-15 13:32:22	51.484151000	-0.031788000	3.7	5.99	8.912	8.35	131		
T	2023-01-15 13:32:24	51.484113000	-0.031774000	3.8	7.68	8.916	4.34	131		
T	2023-01-15 13:32:27	51.484052000	-0.031721000	3.9	6.48	8.924	7.72	131		
T	2023-01-15 13:32:29	51.484007000	-0.031800000	4.0	4.49	8.931	7.43	131		
T	2023-01-15 13:32:32	51.483915000	-0.031889000	4.1	4.18	8.943	11.96	131		
T	2023-01-15 13:32:35	51.483909000	-0.031674000	4.1	3.34	8.958	14.95	131		
T	2023-01-15 13:32:37	51.483918000	-0.031583000	4.2	5.21	8.965	6.40	131		
T	2023-01-15 13:32:40	51.483804000	-0.031483000	4.3	3.46	8.979	14.46	131		
T	2023-01-15 13:32:42	51.483756000	-0.031452000	4.3	5.79	8.985	5.76	131		
T	2023-01-15 13:32:45	51.483717000	-0.031347000	4.3	5.89	8.993	8.49	131		
T	2023-01-15 13:32:47	51.483666000	-0.031304000	4.4	5.20	9.000	6.41	131		
T	2023-01-15 13:32:50	51.483632000	-0.031168000	4.4	4.91	9.010	10.18	131		
T	2023-01-15 13:32:52	51.483629000	-0.031068000	4.5	4.79	9.017	6.95	131		
T	2023-01-15 13:32:55	51.483537000	-0.030966000	4.6	4.02	9.029	12.45	131		
T	2023-01-15 13:32:58	51.483453000	-0.030903000	4.6	4.85	9.040	10.32	131		
T	2023-01-15 13:33:00	51.483411000	-0.030854000	4.6	5.77	9.045	5.78	131		
T	2023-01-15 13:33:03	51.483381000	-0.030734000	4.7	5.57	9.054	8.98	131		
T	2023-01-15 13:33:05	51.483338000	-0.030668000	4.8	5.03	9.061	6.63	131		
T	2023-01-15 13:33:08	51.483273000	-0.030625000	4.8	6.39	9.069	7.82	131		
T	2023-01-15 13:33:10	51.483225000	-0.030563000	4.8	4.86	9.076	6.86	131		
T	2023-01-15 13:33:13	51.483168000	-0.030478000	4.8	5.77	9.084	8.66	131		
T	2023-01-15 13:33:15	51.483176000	-0.030346000	4.8	3.62	9.094	9.21	131		
T	2023-01-15 13:33:18	51.483127000	-0.030261000	4.8	6.22	9.102	8.04	131		
T	2023-01-15 13:33:20	51.483095000	-0.030202000	4.8	6.14	9.107	5.43	131		
T	2023-01-15 13:33:23	51.483042000	-0.030073000	4.8	4.66	9.118	10.73	131		
T	2023-01-15 13:33:26	51.483003000	-0.029929000	4.9	4.59	9.129	10.90	131		
T	2023-01-15 13:33:29	51.482954000	-0.029903000	4.9	8.71	9.134	5.74	131		
T	2023-01-15 13:33:31	51.482892000	-0.029813000	4.9	3.58	9.144	9.31	131		
T	2023-01-15 13:33:33	51.482855000	-0.029741000	4.9	5.15	9.150	6.48	131		
T	2023-01-15 13:33:36	51.482811000	-0.029640000	4.9	5.84	9.159	8.56	131		
T	2023-01-15 13:33:38	51.482763000	-0.029562000	5.0	4.38	9.166	7.61	131		
T	2023-01-15 13:33:41	51.482696000	-0.029437000	5.0	4.37	9.178	11.44	131		
T	2023-01-15 13:33:44	51.482644000	-0.029359000	5.0	6.31	9.186	7.93	131		
T	2023-01-15 13:33:46	51.482632000	-0.029275000	5.0	5.57	9.192	5.99	131		
T	2023-01-15 13:33:49	51.482566000	-0.029179000	5.1	5.04	9.202	9.92	131		
T	2023-01-15 13:33:51	51.482549000	-0.029104000	5.1	6.01	9.207	5.54	131		
T	2023-01-15 13:33:54	51.482501000	-0.028982000	5.2	4.99	9.217	10.02	131		
T	2023-01-15 13:33:57	51.482447000	-0.028855000	5.2	4.68	9.228	10.67	131		
T	2023-01-15 13:34:02	51.482376000	-0.028748000	5.2	7.68	9.239	10.85	131		
T	2023-01-15 13:34:04	51.482360000	-0.028671000	5.2	5.91	9.244	5.64	131		
T	2023-01-15 13:34:07	51.482242000	-0.028611000	5.2	3.63	9.258	13.77	131		
T	2023-01-15 13:34:09	51.482228000	-0.028522000	5.3	5.23	9.264	6.38	131		
T	2023-01-15 13:34:12	51.482191000	-0.028396000	5.3	5.17	9.274	9.67	131		
T	2023-01-15 13:34:14	51.482169000	-0.028312000	5.3	5.27	9.280	6.33	131		
T	2023-01-15 13:34:17	51.482120000	-0.028209000	5.4	5.56	9.289	9.00	131		
T	2023-01-15 13:34:19	51.482073000	-0.028134000	5.4	4.52	9.297	7.38	131		
T	2023-01-15 13:34:22	51.482044000	-0.028009000	5.4	5.40	9.306	9.26	131		
T	2023-01-15 13:34:24	51.482034000	-0.027925000	5.4	5.61	9.312	5.94	131		
T	2023-01-15 13:34:27	51.481988000	-0.027822000	5.4	5.68	9.321	8.80	131		
T	2023-01-15 13:34:30	51.481929000	-0.027713000	5.4	4.99	9.331	10.02	131		
T	2023-01-15 13:34:33	51.481850000	-0.027623000	5.4	4.64	9.342	10.79	131		
T	2023-01-15 13:34:35	51.481825000	-0.027574000	5.4	7.58	9.346	4.40	131		
T	2023-01-15 13:34:37	51.481790000	-0.027474000	5.5	4.19	9.354	7.96	131		
T	2023-01-15 13:34:40	51.481745000	-0.027379000	5.5	6.04	9.362	8.28	131		
T	2023-01-15 13:34:42	51.481702000	-0.027277000	5.5	3.90	9.371	8.55	131		
T	2023-01-15 13:34:45	51.481676000	-0.027128000	5.6	4.65	9.382	10.75	131		
T	2023-01-15 13:34:47	51.481649000	-0.027078000	5.6	7.26	9.386	4.59	131		
T	2023-01-15 13:34:50	51.481621000	-0.026960000	5.7	5.70	9.395	8.77	131		
T	2023-01-15 13:34:53	51.481642000	-0.026822000	5.7	5.07	9.405	9.87	131		
T	2023-01-15 13:34:55	51.481596000	-0.026724000	5.8	3.91	9.413	8.52	131		
T	2023-01-15 13:34:58	51.481544000	-0.026613000	5.8	5.19	9.423	9.64	131		
T	2023-01-15 13:35:00	51.481511000	-0.026545000	5.9	5.57	9.429	5.98	131		
T	2023-01-15 13:35:03	51.481495000	-0.026407000	5.9	5.13	9.439	9.75	131		
T	2023-01-15 13:35:06	51.481459000	-0.026266000	5.9	4.72	9.449	10.58	131		
T	2023-01-15 13:35:08	51.481421000	-0.026207000	5.9	5.66	9.455	5.89	131		
T	2023-01-15 13:35:11	51.481397000	-0.026071000	5.9	5.09	9.465	9.82	131		
T	2023-01-15 13:35:13	51.481399000	-0.025963000	5.9	4.44	9.473	7.51	131		
T	2023-01-15 13:35:16	51.481370000	-0.025864000	6.0	6.58	9.480	7.60	131		
T	2023-01-15 13:35:18	51.481376000	-0.025810000	6.0	8.75	9.484	3.81	131		
T	2023-01-15 13:35:21	51.481380000	-0.025665000	6.0	4.96	9.494	10.08	131		
T	2023-01-15 13:35:23	51.481372000	-0.025546000	6.1	4.01	9.502	8.31	131		
T	2023-01-15 13:35:26	51.481333000	-0.025414000	6.1	4.93	9.512	10.14	131		
T	2023-01-15 13:35:29	51.481364000	-0.025292000	6.1	5.46	9.522	9.15	131		
T	2023-01-15 13:35:31	51.481396000	-0.025212000	6.1	5.05	9.528	6.60	131		
T	2023-01-15 13:35:34	51.481299000	-0.025138000	6.2	4.18	9.540	11.95	131		
T	2023-01-15 13:35:36	51.481287000	-0.025049000	6.2	5.27	9.546	6.33	131		
T	2023-01-15 13:35:39	51.481245000	-0.024918000	6.3	4.89	9.557	10.23	131		
T	2023-01-15 13:35:41	51.481228000	-0.024839000	6.3	5.74	9.563	5.80	131		
T	2023-01-15 13:35:44	51.481194000	-0.024736000	6.4	6.18	9.571	8.09	131		
T	2023-01-15 13:35:46	51.481173000	-0.024641000	6.4	4.76	9.578	7.00	131		
T	2023-01-15 13:35:49	51.481107000	-0.024547000	6.4	5.09	9.587	9.83	131		
T	2023-01-15 13:35:52	51.481095000	-0.024390000	6.5	4.55	9.598	10.99	131		
T	2023-01-15 13:35:54	51.481079000	-0.024311000	6.5	5.78	9.604	5.77	131		
T	2023-01-15 13:35:57	51.481073000	-0.024185000	6.5	5.70	9.613	8.78	131		
T	2023-01-15 13:35:59	51.481052000	-0.024103000	6.5	5.41	9.619	6.16	131		
T	2023-01-15 13:36:02	51.481028000	-0.023980000	6.6	5.59	9.628	8.95	131		
T	2023-01-15 13:36:04	51.481010000	-0.023897000	6.6	5.46	9.634	6.10	131		
T	2023-01-15 13:36:07	51.480959000	-0.023753000	6.6	4.35	9.646	11.50	131		
T	2023-01-15 13:36:10	51.480970000	-0.023604000	6.6	4.80	9.656	10.42	131		
T	2023-01-15 13:36:12	51.480986000	-0.023537000	6.6	6.69	9.661	4.98	131		
T	2023-01-15 13:36:14	51.481027000	-0.023462000	6.6	4.81	9.668	6.92	131		
T	2023-01-15 13:36:17	51.480971000	-0.023314000	6.6	4.16	9.680	12.02	131		
T	2023-01-15 13:36:20	51.480886000	-0.023236000	6.5	4.59	9.691	10.90	131		
T	2023-01-15 13:36:22	51.480874000	-0.023150000	6.5	5.45	9.697	6.12	131		
T	2023-01-15 13:36:25	51.480868000	-0.023010000	6.4	5.13	9.707	9.75	131		
T	2023-01-15 13:36:27	51.480850000	-0.022910000	6.3	4.61	9.714	7.23	131		
T	2023-01-15 13:36:30	51.480851000	-0.022761000	6.2	4.83	9.724	10.35	131		
T	2023-01-15 13:36:33	51.480836000	-0.022589000	6.0	4.14	9.736	12.06	131		
T	2023-01-15 13:36:35	51.480852000	-0.022497000	5.9	5.02	9.743	6.63	131		
T	2023-01-15 13:36:38	51.480874000	-0.022379000	5.8	5.84	9.752	8.56	131		
T	2023-01-15 13:36:40	51.480894000	-0.022291000	5.7	5.12	9.758	6.51	131		
T	2023-01-15 13:36:43	51.480910000	-0.022150000	5.6	5.02	9.768	9.96	131		
T	2023-01-15 13:36:45	51.480886000	-0.022031000	5.5	3.84	9.777	8.69	131		
T	2023-01-15 13:36:48	51.480877000	-0.021874000	5.4	4.57	9.788	10.95	131		
T	2023-01-15 13:36:51	51.480894000	-0.021779000	5.4	7.28	9.795	6.87	131		
T	2023-01-15 13:36:54	51.480937000	-0.021653000	5.3	5.01	9.805	9.98	131		
T	2023-01-15 13:36:56	51.480933000	-0.021516000	5.2	3.50	9.814	9.53	131		
T	2023-01-15 13:36:58	51.481003000	-0.021454000	5.1	3.75	9.823	8.90	131		
T	2023-01-15 13:37:01	51.481037000	-0.021356000	5.0	6.42	9.831	7.79	131		
T	2023-01-15 13:37:03	51.481031000	-0.021224000	4.9	3.63	9.840	9.19	131		
T	2023-01-15 13:37:06	51.481004000	-0.021057000	4.8	4.17	9.852	11.98	131		
T	2023-01-15 13:37:08	51.481009000	-0.020959000	4.7	4.88	9.859	6.83	131		
T	2023-01-15 13:37:11	51.481004000	-0.020797000	4.6	4.44	9.870	11.27	131		
T	2023-01-15 13:37:14	51.481012000	-0.020681000	4.6	6.17	9.878	8.11	131		
T	2023-01-15 13:37:16	51.481045000	-0.020608000	4.5	5.32	9.884	6.26	131		
T	2023-01-15 13:37:19	51.481068000	-0.020480000	4.4	5.40	9.894	9.25	131		
T	2023-01-15 13:37:21	51.481111000	-0.020422000	4.4	5.33	9.900	6.25	131		
T	2023-01-15 13:37:24	51.481133000	-0.020274000	4.3	4.73	9.911	10.57	131		
T	2023-01-15 13:37:26	51.481118000	-0.020178000	4.2	4.85	9.917	6.87	131		
T	2023-01-15 13:37:29	51.481119000	-0.020049000	4.2	5.58	9.926	8.96	131		
T	2023-01-15 13:37:31	51.481125000	-0.019933000	4.2	4.12	9.934	8.09	131		
T	2023-01-15 13:37:34	51.481063000	-0.019791000	4.0	4.15	9.946	12.04	131		
T	2023-01-15 13:37:37	51.481029000	-0.019627000	4.0	4.17	9.958	12.00	131		
T	2023-01-15 13:37:39	51.480992000	-0.019543000	4.0	4.67	9.966	7.14	131		
T	2023-01-15 13:37:42	51.480978000	-0.019409000	4.0	5.30	9.975	9.44	131		
T	2023-01-15 13:37:44	51.480984000	-0.019320000	4.0	5.36	9.981	6.22	131		
T	2023-01-15 13:37:47	51.480992000	-0.019159000	4.0	4.46	9.993	11.22	131		
T	2023-01-15 13:37:49	51.481058000	-0.019107000	4.0	4.07	10.001	8.18	131		
T	2023-01-15 13:37:52	51.481069000	-0.018963000	4.1	4.96	10.011	10.08	131		
T	2023-01-15 13:37:55	51.481065000	-0.018845000	4.1	6.09	10.019	8.21	131		
T	2023-01-15 13:37:57	51.481061000	-0.018740000	4.1	4.56	10.026	7.31	131		
T	2023-01-15 13:37:59	51.481078000	-0.018652000	4.2	5.21	10.033	6.40	131		
T	2023-01-15 13:38:03	51.481060000	-0.018493000	4.2	5.94	10.044	11.23	131		
T	2023-01-15 13:38:05	51.481100000	-0.018354000	4.2	3.14	10.055	10.63	131		
T	2023-01-15 13:38:07	51.481153000	-0.018279000	4.3	4.24	10.062	7.87	131		
T	2023-01-15 13:38:10	51.481153000	-0.018184000	4.3	7.58	10.069	6.60	131		
T	2023-01-15 13:38:13	51.481077000	-0.018006000	4.4	3.34	10.084	14.98	131		
T	2023-01-15 13:38:15	51.481059000	-0.017915000	4.5	5.03	10.091	6.63	131		
T	2023-01-15 13:38:17	51.481106000	-0.017843000	4.5	4.61	10.098	7.24	131		
T	2023-01-15 13:38:20	51.481186000	-0.017718000	4.6	4.02	10.110	12.43	131		
T	2023-01-15 13:38:23	51.481222000	-0.017599000	4.8	5.44	10.119	9.19	131		
T	2023-01-15 13:38:25	51.481282000	-0.017568000	5.0	4.75	10.127	7.01	131		
T	2023-01-15 13:38:28	51.481269000	-0.017360000	5.4	3.44	10.141	14.52	131		
T	2023-01-15 13:38:30	51.481290000	-0.017259000	5.6	4.51	10.148	7.40	131		
T	2023-01-15 13:38:33	51.481300000	-0.017113000	5.9	4.90	10.159	10.20	131		
T	2023-01-15 13:38:35	51.481266000	-0.017032000	6.2	4.92	10.165	6.78	131		
T	2023-01-15 13:38:38	51.481274000	-0.016890000	6.5	5.05	10.175	9.90	131		
T	2023-01-15 13:38:41	51.481323000	-0.016757000	6.7	4.66	10.186	10.73	131		
T	2023-01-15 13:38:43	51.481338000	-0.016662000	6.9	4.90	10.193	6.81	131		
T	2023-01-15 13:38:46	51.481348000	-0.016532000	7.0	5.49	10.202	9.10	131		
T	2023-01-15 13:38:48	51.481356000	-0.016450000	7.1	5.78	10.208	5.77	131		
T	2023-01-15 13:38:51	51.481352000	-0.016310000	7.1	5.14	10.217	9.74	131		
T	2023-01-15 13:38:53	51.481356000	-0.016211000	7.1	4.84	10.224	6.89	131		
T	2023-01-15 13:38:56	51.481370000	-0.016088000	7.1	5.76	10.233	8.69	131		
T	2023-01-15 13:38:58	51.481376000	-0.015989000	7.0	4.82	10.240	6.91	131		
T	2023-01-15 13:39:01	51.481368000	-0.015842000	6.9	4.88	10.250	10.25	131		
T	2023-01-15 13:39:04	51.481405000	-0.015742000	6.7	6.19	10.258	8.07	131		
T	2023-01-15 13:39:06	51.481384000	-0.015611000	6.5	3.55	10.268	9.40	131		
T	2023-01-15 13:39:09	51.481362000	-0.015478000	6.3	5.23	10.277	9.56	131		
T	2023-01-15 13:39:11	51.481383000	-0.015406000	6.2	6.04	10.283	5.52	131		
T	2023-01-15 13:39:14	51.481400000	-0.015242000	6.0	4.33	10.294	11.55	131		
T	2023-01-15 13:39:16	51.481417000	-0.015128000	5.8	4.09	10.302	8.14	131		
T	2023-01-15 13:39:19	51.481454000	-0.014989000	5.7	4.76	10.313	10.50	131		
T	2023-01-15 13:39:21	51.481525000	-0.014937000	5.6	3.84	10.322	8.69	131		
T	2023-01-15 13:39:24	51.481607000	-0.014929000	5.6	5.47	10.331	9.14	131		
T	2023-01-15 13:39:27	51.481695000	-0.014876000	5.4	4.78	10.341	10.46	131		
T	2023-01-15 13:39:29	51.481776000	-0.014917000	5.3	3.53	10.351	9.45	131		
T	2023-01-15 13:39:32	51.481864000	-0.015000000	5.1	4.40	10.362	11.36	131		
T	2023-01-15 13:39:34	51.481862000	-0.015042000	5.1	11.39	10.365	2.93	131		
T	2023-01-15 13:39:37	51.481857000	-0.015091000	5.1	14.50	10.368	3.45	131		
T	2023-01-15 13:39:42	51.481986000	-0.015051000	5.2	5.70	10.383	14.62	131		
T	2023-01-15 13:39:45	51.482039000	-0.015056000	5.2	8.46	10.389	5.91	131		
T	2023-01-15 13:39:47	51.482082000	-0.015080000	5.2	6.58	10.394	5.07	131		
T	2023-01-15 13:39:50	51.482179000	-0.015088000	5.1	4.63	10.405	10.81	131		
T	2023-01-15 13:39:52	51.482239000	-0.015112000	5.1	4.84	10.412	6.88	131		
T	2023-01-15 13:39:55	51.482318000	-0.015094000	5.1	5.63	10.421	8.88	131		
T	2023-01-15 13:39:57	51.482371000	-0.015140000	5.1	4.97	10.427	6.71	131		
T	2023-01-15 13:40:00	51.482443000	-0.015147000	5.2	6.23	10.435	8.03	131		
T	2023-01-15 13:40:02	51.482493000	-0.015170000	5.3	5.76	10.441	5.79	131		
T	2023-01-15 13:40:05	51.482561000	-0.015193000	5.3	6.47	10.449	7.73	131		
T	2023-01-15 13:40:08	51.482654000	-0.015244000	5.3	4.57	10.460	10.94	131		
T	2023-01-15 13:40:10	51.482704000	-0.015214000	5.3	5.61	10.466	5.94	131		
T	2023-01-15 13:40:13	51.482708000	-0.014991000	5.3	3.23	10.481	15.50	131		
T	2023-01-15 13:40:15	51.482698000	-0.014893000	5.2	4.83	10.488	6.90	131		
T	2023-01-15 13:40:18	51.482639000	-0.014737000	5.2	3.95	10.501	12.67	131		
T	2023-01-15 13:40:20	51.482676000	-0.014655000	5.2	4.74	10.508	7.03	131		
T	2023-01-15 13:40:23	51.482726000	-0.014542000	5.2	5.20	10.517	9.62	131		
T	2023-01-15 13:40:26	51.482745000	-0.014411000	5.2	5.35	10.527	9.34	131		
T	2023-01-15 13:40:28	51.482725000	-0.014323000	5.2	5.12	10.533	6.51	131		
T	2023-01-15 13:40:31	51.482744000	-0.014139000	5.1	3.86	10.546	12.96	131		
T	2023-01-15 13:40:33	51.482742000	-0.014085000	5.1	8.87	10.550	3.76	131		
T	2023-01-15 13:40:36	51.482798000	-0.014030000	5.0	6.84	10.557	7.31	131		
T	2023-01-15 13:40:38	51.482838000	-0.013984000	4.9	6.08	10.563	5.48	131		
T	2023-01-15 13:40:41	51.482801000	-0.013827000	4.8	4.29	10.574	11.66	131		
T	2023-01-15 13:40:43	51.482786000	-0.013734000	4.7	5.00	10.581	6.67	131		
T	2023-01-15 13:40:46	51.482761000	-0.013612000	4.7	5.61	10.590	8.92	131		
T	2023-01-15 13:40:48	51.482751000	-0.013501000	4.7	4.28	10.598	7.79	131		
T	2023-01-15 13:40:51	51.482763000	-0.013329000	4.7	4.16	10.610	12.02	131		
T	2023-01-15 13:40:54	51.482747000	-0.013140000	4.8	3.77	10.623	13.25	131		
T	2023-01-15 13:40:56	51.482732000	-0.013021000	4.8	3.95	10.631	8.43	131		
T	2023-01-15 13:40:59	51.482738000	-0.012867000	4.9	4.66	10.642	10.72	131		
T	2023-01-15 13:41:01	51.482729000	-0.012778000	4.9	5.32	10.648	6.26	131		
T	2023-01-15 13:41:04	51.482737000	-0.012631000	4.9	4.88	10.659	10.25	131		
T	2023-01-15 13:41:06	51.482777000	-0.012531000	4.9	4.04	10.667	8.25	131		
T	2023-01-15 13:41:09	51.482786000	-0.012401000	5.0	5.50	10.676	9.09	131		
T	2023-01-15 13:41:11	51.482818000	-0.012306000	5.0	4.45	10.684	7.50	131		
T	2023-01-15 13:41:14	51.482828000	-0.012152000	5.0	4.65	10.694	10.76	131		
T	2023-01-15 13:41:17	51.482849000	-0.012020000	5.0	5.28	10.704	9.46	131		
T	2023-01-15 13:41:19	51.482857000	-0.011928000	5.0	5.17	10.710	6.45	131		
T	2023-01-15 13:41:22	51.482886000	-0.011813000	5.0	5.80	10.719	8.62	131		
T	2023-01-15 13:41:24	51.482908000	-0.011711000	5.1	4.45	10.726	7.50	131		
T	2023-01-15 13:41:27	51.482946000	-0.011560000	5.1	4.42	10.738	11.31	131		
T	2023-01-15 13:41:29	51.482950000	-0.011461000	5.1	4.84	10.745	6.89	131		
T	2023-01-15 13:41:32	51.482958000	-0.011321000	5.2	5.12	10.754	9.77	131		
